,precision,recall,f1-score,support
0,0.2463768115942029,0.9296875,0.3895253682487725,128.0
1,0.6666666666666666,0.15702479338842976,0.25418060200668896,242.0
2,0.72,0.09230769230769231,0.16363636363636364,195.0
accuracy,0.30973451327433627,0.30973451327433627,0.30973451327433627,0.30973451327433627
macro avg,0.5443478260869564,0.3930066618987073,0.269114111297275,565.0
weighted avg,0.589857637552905,0.30973451327433627,0.2535929977531903,565.0
