,precision,recall,f1-score,support
0,0.17647058823529413,1.0,0.3,99.0
1,0.0,0.0,0.0,286.0
2,0.0,0.0,0.0,176.0
accuracy,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.17647058823529413
macro avg,0.05882352941176471,0.3333333333333333,0.09999999999999999,561.0
weighted avg,0.03114186851211073,0.17647058823529413,0.052941176470588235,561.0
