,precision,recall,f1-score,support
0,0.2619047619047619,0.171875,0.20754716981132076,128.0
1,0.5135135135135135,0.07851239669421488,0.13620071684587814,242.0
2,0.3581081081081081,0.8153846153846154,0.49765258215962443,195.0
accuracy,0.35398230088495575,0.35398230088495575,0.35398230088495575,0.35398230088495575
macro avg,0.37784212784212784,0.3552573373596101,0.2804668229389411,565.0
weighted avg,0.4028763909294883,0.35398230088495575,0.27711303492686434,565.0
