,precision,recall,f1-score,support
0,0.22851919561243145,0.9765625,0.37037037037037035,128.0
1,0.4,0.008264462809917356,0.016194331983805668,242.0
2,0.6923076923076923,0.046153846153846156,0.08653846153846154,195.0
accuracy,0.2407079646017699,0.2407079646017699,0.2407079646017699,0.2407079646017699
macro avg,0.4402756293067079,0.34366026965458785,0.15770105463087916,565.0
weighted avg,0.46203620714759513,0.2407079646017699,0.12071050574776704,565.0
