,precision,recall,f1-score,support
0,0.2689075630252101,0.5,0.34972677595628415,128.0
1,0.484,0.5,0.491869918699187,242.0
2,0.5714285714285714,0.22564102564102564,0.3235294117647059,195.0
accuracy,0.40530973451327434,0.40530973451327434,0.40530973451327434,0.40530973451327434
macro avg,0.44144537815126045,0.4085470085470086,0.3883753688067257,565.0
weighted avg,0.4654455566297315,0.40530973451327434,0.40156775741898276,565.0
