,precision,recall,f1-score,support
0,0.18227848101265823,0.7272727272727273,0.291497975708502,99.0
1,0.625,0.017482517482517484,0.034013605442176874,286.0
2,0.3987341772151899,0.35795454545454547,0.3772455089820359,176.0
accuracy,0.24955436720142601,0.24955436720142601,0.24955436720142601,0.24955436720142601
macro avg,0.4020042194092827,0.36756993006993005,0.23425236337757158,561.0
weighted avg,0.4758873169520973,0.24955436720142601,0.18713262091344493,561.0
