,precision,recall,f1-score,support
0,0.1767857142857143,1.0,0.30045523520485584,99.0
1,1.0,0.0034965034965034965,0.006968641114982578,286.0
2,0.0,0.0,0.0,176.0
accuracy,0.17825311942959002,0.17825311942959002,0.17825311942959002,0.17825311942959002
macro avg,0.39226190476190476,0.3344988344988345,0.10247462543994613,561.0
weighted avg,0.541001400560224,0.17825311942959002,0.05657415266339705,561.0
