accuracy,balanced_accuracy,f1_macro,loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_loss
0.358282208442688,0.3557664453983307,0.3160906434059143,0.9279562830924988,0.32974427938461304,0.3987824022769928,0.30878517031669617,0.925605058670044
0.48588958382606506,0.4370832145214081,0.4135932922363281,0.7879287600517273,0.33109018206596375,0.3878879249095917,0.27969834208488464,0.8555523753166199
0.5285276174545288,0.47685277462005615,0.45162737369537354,0.708427369594574,0.28532975912094116,0.3519986569881439,0.24650494754314423,0.797041654586792
0.5138036608695984,0.4786539077758789,0.447293758392334,0.6445992588996887,0.327052503824234,0.3650662899017334,0.2999119460582733,0.753227710723877
0.5435582995414734,0.50472491979599,0.4732854664325714,0.6001940965652466,0.2678331136703491,0.31467410922050476,0.19701413810253143,0.7248451113700867
0.5049079656600952,0.5028502345085144,0.45570531487464905,0.5654098987579346,0.3041722774505615,0.33816978335380554,0.24379675090312958,0.7076758742332458
0.5558282136917114,0.5192641615867615,0.4856107234954834,0.5403644442558289,0.2866756319999695,0.329379141330719,0.23666352033615112,0.6865962147712708
0.5555214881896973,0.5142098069190979,0.4821643829345703,0.5241283774375916,0.30820995569229126,0.32909807562828064,0.24034567177295685,0.6998283863067627
0.5349693298339844,0.5234577655792236,0.4800673723220825,0.5081529021263123,0.3041722774505615,0.3695180118083954,0.27941402792930603,0.6662330031394958
0.5628834366798401,0.5135499238967896,0.4857370853424072,0.494041383266449,0.2745625972747803,0.325716108083725,0.20774327218532562,0.6805886626243591
0.5331288576126099,0.539894163608551,0.48637187480926514,0.4780838191509247,0.2893674373626709,0.3390962779521942,0.25048312544822693,0.6622112989425659
0.5193251371383667,0.5345321297645569,0.47826918959617615,0.47650009393692017,0.27052488923072815,0.3061770498752594,0.20968389511108398,0.7793806791305542
0.5723926424980164,0.5679174065589905,0.5202334523200989,0.45391348004341125,0.2920592129230499,0.3323955237865448,0.1745111346244812,0.7782363295555115
0.5352760553359985,0.5361244082450867,0.4866887629032135,0.4553985893726349,0.28398385643959045,0.32442963123321533,0.1668369174003601,0.7769421339035034
0.5745398998260498,0.5622865557670593,0.5213173627853394,0.4490013122558594,0.2799461781978607,0.3225574791431427,0.1793755441904068,0.7590588331222534
0.4932515323162079,0.5517199039459229,0.4699980318546295,0.4537736177444458,0.3755047023296356,0.3905043601989746,0.3276856541633606,0.7718554139137268
0.566257655620575,0.5361720323562622,0.5018255710601807,0.4590296447277069,0.30686405301094055,0.35242021083831787,0.2298649549484253,0.7708228230476379
0.5438650250434875,0.5674509406089783,0.5040585398674011,0.43671292066574097,0.34589502215385437,0.36788758635520935,0.25923582911491394,0.8084403276443481
0.5889570713043213,0.5892971158027649,0.5418207049369812,0.4227440059185028,0.2907133102416992,0.3257784843444824,0.18761377036571503,1.032038927078247
0.550000011920929,0.5958248972892761,0.5201766490936279,0.41146528720855713,0.29475101828575134,0.3371875286102295,0.18022044003009796,0.959425151348114
0.5825153589248657,0.5957402586936951,0.5391423106193542,0.4222550392150879,0.39434725046157837,0.4013787806034088,0.3470079004764557,0.7915605306625366
0.5613496899604797,0.6040767431259155,0.5331217646598816,0.4146639108657837,0.28398385643959045,0.32442963123321533,0.1665385514497757,1.0393612384796143
