date_prediction,action_rl,action_executed,trade_return_executed,cumulative_return,y_true,y_pred_lgbm
2024-10-24,0,0,-0.003969124752817413,1.2593130065103364,1,1
2024-10-29,2,2,-0.01785042801582478,1.2368337303382317,0,1
2024-11-01,0,0,-0.034953260927560535,1.1936023582377115,2,1
2024-11-06,2,2,0.011215980928088821,1.2069897795234275,2,1
2024-11-12,0,0,0.018945571892187586,1.2298568911645242,0,1
2024-11-15,2,2,0.007919052019332897,1.239596191861991,1,1
2024-11-20,0,0,-0.011874083045550918,1.2248771237368732,2,1
2024-11-25,2,2,0.0018990169247865012,1.2272031861256334,1,1
2024-11-29,0,0,-0.00896998408814929,1.2161951930731603,2,1
2024-12-04,2,2,-0.005527017283090143,1.2094732612214338,1,1
2024-12-09,0,0,0.0002643544165862592,1.2097929908197809,1,1
2024-12-12,2,2,-0.00010578586552365214,1.2096650118211425,1,1
2024-12-17,0,0,0.019793007371335325,1.2336079203169648,0,1
2024-12-20,2,2,0.01841050433046683,1.2563192642760583,2,0
2024-12-26,0,0,0.025831493190771618,1.2887718667966406,0,2
2024-12-31,2,2,0.010344127944711328,1.3021030878783295,2,1
2025-01-06,0,0,0.009560878794807274,1.3145523376798787,0,1
2025-01-10,2,2,0.021086197514316087,1.3422712479151027,2,0
2025-01-15,0,0,-0.007857261500140824,1.3317246717161133,2,0
2025-01-21,2,2,0.008596120832581313,1.3431723379099147,2,1
2025-01-24,0,0,0.010150424078096314,1.3568061067496684,0,1
2025-01-29,2,2,-0.007408169797696682,1.346754656728315,1,1
2025-02-03,0,0,-0.014846770095233486,1.3267596999651847,2,0
2025-02-06,2,2,-0.0024771350792682422,1.3234731369706416,1,1
2025-02-11,0,0,-0.007601529671665156,1.3134127166503076,1,1
2025-02-14,2,2,0.004827768826078464,1.319753569619527,1,1
2025-02-20,0,0,0.026525457867432333,1.3547606373258632,0,1
2025-02-25,2,2,-0.0001259392972587213,1.3545900197232446,1,1
2025-02-28,0,0,0.018787491340582753,1.3800393679888348,0,1
2025-03-05,2,2,-0.03903547354414357,1.32616887774983,0,2
2025-03-10,0,0,0.016571207377164162,1.3481450972401636,0,1
2025-03-13,2,2,0.016868568145960855,1.3708863746836024,2,2
2025-03-18,0,0,-0.009421746084643091,1.3579702313504367,2,1
2025-03-21,2,2,0.007876429408288657,1.3686661880162259,1,0
2025-03-26,0,0,0.017567678692108603,1.392710475844048,0,0
2025-03-31,2,2,-0.03837060405710607,1.3392713336092523,0,1
2025-04-03,0,0,0.07666977950652334,1.4419529714564814,0,1
2025-04-08,2,2,0.07638117799099299,1.5520910380239403,2,2
