n_trades,total_return,bh_return,win_rate,sharpe_ratio,bh_sharpe,max_drawdown
188,0.5520910380239403,0.40250095810836756,0.5212765957446809,1.3854313751956289,0.8831850750798179,-0.11170362181521597
