,precision,recall,f1-score,support
0,0.24064171122994651,1.0,0.3879310344827586,135.0
1,1.0,0.01,0.019801980198019802,200.0
2,0.0,0.0,0.0,228.0
accuracy,0.2433392539964476,0.2433392539964476,0.2433392539964476,0.2433392539964476
macro avg,0.41354723707664887,0.33666666666666667,0.1359110048935928,563.0
weighted avg,0.41294250624519147,0.2433392539964476,0.10005521437793317,563.0
