,precision,recall,f1-score,support
0,0.17715617715617715,0.7676767676767676,0.2878787878787879,99.0
1,0.5,0.23076923076923078,0.3157894736842105,286.0
2,0.0,0.0,0.0,176.0
accuracy,0.2531194295900178,0.2531194295900178,0.2531194295900178,0.2531194295900178
macro avg,0.22571872571872573,0.33281533281533277,0.20122275385433283,561.0
weighted avg,0.2861648155765803,0.2531194295900178,0.21179285111173654,561.0
