,precision,recall,f1-score,support
0,0.17096774193548386,0.5353535353535354,0.2591687041564792,99.0
1,0.5067264573991032,0.3951048951048951,0.444007858546169,286.0
2,0.39285714285714285,0.0625,0.10784313725490197,176.0
accuracy,0.3155080213903743,0.3155080213903743,0.3155080213903743,0.3155080213903743
macro avg,0.3568504473972433,0.33098614348614347,0.27033989998585,561.0
weighted avg,0.4117512128531436,0.3155080213903743,0.3059257422683752,561.0
