,precision,recall,f1-score,support
0,0.2250453720508167,0.96875,0.36524300441826213,128.0
1,0.35714285714285715,0.02066115702479339,0.0390625,242.0
2,0.0,0.0,0.0,195.0
accuracy,0.22831858407079647,0.22831858407079647,0.22831858407079647,0.22831858407079647
macro avg,0.19406274306455795,0.3298037190082645,0.13476850147275404,565.0
weighted avg,0.20395465318774506,0.22831858407079647,0.0994765125053762,565.0
