date_prediction,y_true,y_pred,signal_filtered,trade_return,cumulative_return
2023-01-03,2,0,0,-0.01855062511822735,0.9814493748817726
2023-01-04,2,0,0,-0.010153236979514015,0.9714844867952022
2023-01-05,2,0,0,-0.029187757541394146,0.9431290331393981
2023-01-06,2,0,1,0.0,0.9431290331393981
2023-01-09,2,0,0,-0.023401265625312657,0.9210586201159587
2023-01-10,2,0,0,-0.020371266923678,0.902295489113222
2023-01-11,1,1,1,0.0,0.902295489113222
2023-01-12,0,0,0,-0.001958251588838389,0.9005285675380643
2023-01-13,0,0,0,0.017561489970283155,0.9163431909448375
2023-01-17,1,0,0,0.004600351146720199,0.92055869139409
2023-01-18,2,2,2,0.02314919561530444,0.9418688846165405
2023-01-19,2,0,1,0.0,0.9418688846165405
2023-01-20,2,2,1,0.0,0.9418688846165405
2023-01-23,2,2,1,0.0,0.9418688846165405
2023-01-24,2,0,1,0.0,0.9418688846165405
2023-01-25,1,2,2,0.00038594719398639686,0.9422323962696614
2023-01-26,1,1,1,0.0,0.9422323962696614
2023-01-27,2,0,0,-0.011951648334248385,0.9309711660203103
2023-01-30,2,2,2,0.04031832218028478,0.9685063614324725
2023-01-31,2,0,0,-0.01468868208263219,0.954280279394384
2023-02-01,1,0,0,0.001973650988805072,0.9561636956114079
2023-02-02,1,0,0,0.0037704955568525216,0.9597689065773344
2023-02-03,1,0,0,0.004501440179915956,0.9640892488968356
2023-02-06,1,0,0,0.007195208452006368,0.9710260720089866
2023-02-07,0,0,0,0.0176609123589097,0.9881752783649537
2023-02-08,1,2,1,0.0,0.9881752783649537
2023-02-09,2,0,0,-0.013384756293642044,0.9749487930886369
2023-02-10,2,0,0,-0.01396912260831761,0.9613296138611505
2023-02-13,0,2,1,0.0,0.9613296138611505
2023-02-14,0,0,0,0.013790619863970248,0.974586945129887
2023-02-15,0,0,0,0.01651798827093746,0.9906851608585512
2023-02-16,0,0,0,0.022753177852230223,1.0132263965191313
2023-02-17,0,0,0,0.021583254393880567,1.0350951195937985
2023-02-21,1,0,0,0.006829553710185087,1.0421643573082147
2023-02-22,1,0,0,0.0022074537993671266,1.0444648869783195
2023-02-23,0,0,0,0.01051017000068697,1.05544239050021
2023-02-24,1,0,0,0.0046977225168689015,1.0604005659833207
2023-02-27,1,0,0,0.00022346533114711283,1.0606375287469467
2023-02-28,2,0,0,-0.019014392930052845,1.0404701500189921
2023-03-01,2,0,0,-0.024555923848245398,1.0149204442487534
2023-03-02,1,0,0,-0.0012608837223848253,1.0136407475810845
2023-03-03,0,0,0,0.01325621761612693,1.0270777899155927
2023-03-06,0,0,0,0.03213595823216137,1.060083918873501
2023-03-07,0,0,0,0.03130166683692455,1.0932663125212607
2023-03-08,0,0,0,0.034130675941867035,1.1305802307520838
2023-03-09,1,0,0,-0.0002475475934080936,1.1303003583368063
2023-03-10,1,0,0,-0.007856826607552485,1.1214197844068996
2023-03-13,2,0,0,-0.027107501314015476,1.0910208961275265
2023-03-14,1,0,0,0.0006761802413094487,1.0917586229003438
2023-03-15,2,0,0,-0.015324052016940854,1.0750284569730753
2023-03-16,2,0,0,-0.010754312214176083,1.063467265307663
2023-03-17,1,0,0,-0.005190693727938757,1.0579471324437622
2023-03-20,1,0,0,0.0007212570211195349,1.0587101842410105
2023-03-21,1,0,0,0.007964317107427068,1.0671420878731683
2023-03-22,2,0,0,-0.010302354068122637,1.0561480122429032
2023-03-23,1,0,0,-0.005710723727038473,1.0501166427301232
2023-03-24,2,0,0,-0.01430879163611827,1.0350907424956777
2023-03-27,2,2,1,0.0,1.0350907424956777
2023-03-28,2,0,1,0.0,1.0350907424956777
2023-03-29,2,0,0,-0.024008010711659842,1.0102402728623014
2023-03-30,2,0,0,-0.012286375525849496,0.9978280814985785
2023-03-31,1,1,1,0.0,0.9978280814985785
2023-04-03,1,1,1,0.0,0.9978280814985785
2023-04-04,1,0,0,-0.0010778719625759807,0.9967525505860602
2023-04-05,1,2,1,0.0,0.9967525505860602
2023-04-06,1,2,1,0.0,0.9967525505860602
2023-04-10,2,0,0,-0.009031238588706471,0.9877506404878157
2023-04-11,1,0,1,0.0,0.9877506404878157
2023-04-12,2,2,2,0.014508944086638286,1.0020818593021947
2023-04-13,1,0,0,-0.0020862139238969415,0.9999913021744339
2023-04-14,1,2,2,0.004079591809520235,1.0040708585003761
2023-04-17,1,2,1,0.0,1.0040708585003761
2023-04-18,1,1,1,0.0,1.0040708585003761
2023-04-19,1,1,1,0.0,1.0040708585003761
2023-04-20,0,1,1,0.0,1.0040708585003761
2023-04-21,0,0,0,0.01875641799980131,1.0229036312238284
2023-04-24,1,0,0,0.00040849046426752976,1.0233214776030481
2023-04-25,2,2,1,0.0,1.0233214776030481
2023-04-26,2,0,0,-0.027583925804180797,0.995094253891021
2023-04-27,1,2,1,0.0,0.995094253891021
2023-04-28,0,1,1,0.0,0.995094253891021
2023-05-01,0,0,1,0.0,0.995094253891021
2023-05-02,1,0,0,-0.0040465099740425985,0.9910675950675386
2023-05-03,2,0,0,-0.011579812305200757,0.9795912183348898
2023-05-04,2,0,0,-0.014269099332199442,0.965613333935519
2023-05-05,1,0,0,-0.00033608624206708977,0.9652888045788267
2023-05-08,1,0,0,0.0018124171816204851,0.9670383105934713
2023-05-09,1,0,0,-0.001192025661268412,0.9658855761118142
2023-05-10,1,0,0,0.0003287747405647491,0.9662031348915155
2023-05-11,1,0,0,0.00501624798599446,0.9710498494209767
2023-05-12,2,0,1,0.0,0.9710498494209767
2023-05-15,2,0,0,-0.014933714047323954,0.9565484686440269
2023-05-16,2,0,0,-0.019971308322665533,0.9374449442511634
2023-05-17,2,0,0,-0.008141797483926863,0.9298124573627393
2023-05-18,0,0,1,0.0,0.9298124573627393
2023-05-19,0,0,0,0.018306324565311716,0.9468339059920916
2023-05-22,0,0,0,0.009862568080660515,0.9561721198510164
2023-05-23,2,0,0,-0.014441915500177382,0.9423631628925025
2023-05-24,2,0,0,-0.021920946481803774,0.9217056704323127
2023-05-25,1,0,0,-0.0130659067039873,0.909662750133908
2023-05-26,1,0,0,0.006092122364463339,0.915204526918118
2023-05-30,2,0,1,0.0,0.915204526918118
2023-05-31,2,0,0,-0.022479373367170187,0.8946313026502013
2023-06-01,2,1,1,0.0,0.8946313026502013
2023-06-02,1,1,1,0.0,0.8946313026502013
2023-06-05,1,1,1,0.0,0.8946313026502013
2023-06-06,1,1,1,0.0,0.8946313026502013
2023-06-07,2,1,1,0.0,0.8946313026502013
2023-06-08,2,1,1,0.0,0.8946313026502013
2023-06-09,2,1,1,0.0,0.8946313026502013
2023-06-12,2,1,1,0.0,0.8946313026502013
2023-06-13,2,1,1,0.0,0.8946313026502013
2023-06-14,1,1,1,0.0,0.8946313026502013
2023-06-15,0,1,1,0.0,0.8946313026502013
2023-06-16,1,0,0,0.009955552307426552,0.9035378513795966
2023-06-20,0,0,0,0.009200854732235302,0.9118511718952164
2023-06-21,0,0,0,0.008445427339629991,0.9195521447120139
2023-06-22,1,0,1,0.0,0.9195521447120139
2023-06-23,1,0,0,-0.006561090037707543,0.9135188802961912
2023-06-26,2,0,0,-0.015620912843075846,0.8992488814865801
2023-06-27,2,0,0,-0.016437410839586643,0.8844675581745465
2023-06-28,2,0,0,-0.01798777729422838,0.8685579527141327
2023-06-29,2,0,0,-0.013454045348525847,0.856872334630494
2023-06-30,0,0,0,0.0007999448783010756,0.8575577852659395
2023-07-03,0,0,0,0.00987523572478742,0.8660263705430672
2023-07-05,0,0,0,0.008385776922961207,0.873288674495843
2023-07-06,1,0,0,-0.006272097555533321,0.8678113227352626
2023-07-07,2,0,0,-0.016642598276177843,0.8533686875114611
2023-07-10,2,0,0,-0.022793871184314602,0.8339171115755972
2023-07-11,2,0,0,-0.014903420782515385,0.8214888939640462
2023-07-12,2,0,0,-0.011321124701167728,0.8121887157548549
2023-07-13,2,0,0,-0.009964421827082414,0.804095724787877
2023-07-14,2,0,0,-0.013383945118184479,0.7933337517375493
2023-07-17,1,0,0,-0.002670934980546654,0.7912148088687851
2023-07-18,1,0,0,0.004092254367456464,0.7944526611259747
2023-07-19,1,0,0,0.002426797439093448,0.7963806368094761
2023-07-20,1,0,1,0.0,0.7963806368094761
2023-07-21,1,0,0,-0.006703676818194735,0.7910419583960373
2023-07-24,1,0,0,0.003782951001956174,0.7940344313651411
2023-07-25,1,0,0,-0.0032337490985292314,0.7914667232385129
2023-07-26,1,0,0,-0.004863406347511907,0.7876174989528703
2023-07-27,2,0,0,-0.008665697581821953,0.7807922438967937
2023-07-28,0,0,0,0.015023218835244465,0.7925222566417167
2023-07-31,0,0,0,0.01897375984099066,0.8075593836078766
2023-08-01,0,0,0,0.02156565839228101,0.8249749334062451
2023-08-02,1,0,0,-0.0011188495863491263,0.8240519105432551
2023-08-03,1,0,1,0.0,0.8240519105432551
2023-08-04,1,0,1,0.0,0.8240519105432551
2023-08-07,0,0,1,0.0,0.8240519105432551
2023-08-08,1,2,1,0.0,0.8240519105432551
2023-08-09,1,0,0,-0.004926518081677663,0.8199922039057227
2023-08-10,1,2,1,0.0,0.8199922039057227
2023-08-11,0,2,1,0.0,0.8199922039057227
2023-08-14,0,0,0,0.026585253835612103,0.8417919047897794
2023-08-15,0,0,0,0.015356479123556992,0.8547188646020629
2023-08-16,1,0,0,0.0010353580482985272,0.8556038046575611
2023-08-17,1,0,1,0.0,0.8556038046575611
2023-08-18,2,0,1,0.0,0.8556038046575611
2023-08-21,1,0,0,0.005332088003090538,0.8601659594397743
2023-08-22,1,0,0,-0.004139019967499479,0.8566057153582897
2023-08-23,1,1,1,0.0,0.8566057153582897
2023-08-24,2,0,0,-0.027721944422222675,0.8328589393253689
2023-08-25,2,2,1,0.0,0.8328589393253689
2023-08-28,2,0,1,0.0,0.8328589393253689
2023-08-29,1,0,0,-0.004033265784735146,0.8294997978618771
2023-08-30,1,1,1,0.0,0.8294997978618771
2023-08-31,0,1,1,0.0,0.8294997978618771
2023-09-01,0,1,1,0.0,0.8294997978618771
2023-09-05,0,1,1,0.0,0.8294997978618771
2023-09-06,1,0,0,-0.004922198859895621,0.8254168349025577
2023-09-07,1,0,1,0.0,0.8254168349025577
2023-09-08,1,1,1,0.0,0.8254168349025577
2023-09-11,1,1,1,0.0,0.8254168349025577
2023-09-12,1,0,0,0.002595324498184553,0.8275590594353942
2023-09-13,1,0,0,0.003113675042628865,0.8301358094250596
2023-09-14,0,0,1,0.0,0.8301358094250596
2023-09-15,0,0,0,0.010812622644418002,0.8391117546759913
2023-09-18,0,0,0,0.027737500615349766,0.8623866174876638
2023-09-19,0,0,0,0.027878381006481556,0.8864285601848757
2023-09-20,0,0,0,0.0147108834294286,0.8994687074022716
2023-09-21,0,0,0,0.013041620056293302,0.9111992365367373
2023-09-22,0,0,0,0.0105439027122177,0.9208068326382276
2023-09-25,0,1,1,0.0,0.9208068326382276
2023-09-26,1,0,0,-0.0033976642871857542,0.917678240147576
2023-09-27,1,0,1,0.0,0.917678240147576
2023-09-28,0,0,0,0.01633834844498833,0.9326715869954909
2023-09-29,1,0,0,0.005666866243236392,0.9379569121278614
2023-10-02,1,0,0,0.007042315262763756,0.9445623004059541
2023-10-03,2,0,0,-0.01869032641053698,0.9269081226962791
2023-10-04,2,0,0,-0.01049545587804163,0.9171797993915218
2023-10-05,2,0,0,-0.02349596761663215,0.8956297725263894
2023-10-06,2,0,0,-0.015887245053382848,0.8814006828531571
2023-10-10,1,0,0,0.006989162501529296,0.8875609354545767
2023-10-11,1,0,0,0.0007585904229744018,0.8882342306800187
2023-10-12,1,0,0,-0.00542355125465298,0.8834168468037884
2023-10-13,1,0,0,0.003045369254971036,0.8861071773083681
2023-10-16,0,0,0,0.021865106416138803,0.9054820050363199
2023-10-17,0,0,0,0.034080314736620446,0.9363411167563038
2023-10-18,0,0,0,0.022611610899176023,0.9575132977572973
2023-10-19,1,0,0,0.0070873829403342685,0.9642995611689655
