,precision,recall,f1-score,support
0,0.2465753424657534,0.84375,0.38162544169611307,128.0
1,0.4838709677419355,0.1859504132231405,0.26865671641791045,242.0
2,0.47058823529411764,0.08205128205128205,0.13973799126637554,195.0
accuracy,0.2991150442477876,0.2991150442477876,0.2991150442477876,0.2991150442477876
macro avg,0.4003448485006022,0.3705838984248075,0.2633400497934663,565.0
weighted avg,0.42552765294073935,0.2991150442477876,0.24975555788881423,565.0
