fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2008-12-18,2011-10-03,699,699,0.33047210300429186,0.5,0.24838709677419354,0.0,0.4967741935483871
2,2011-10-04,2014-07-24,1398,699,0.6938483547925608,0.5445594901398628,0.5271891673198978,0.8078994614003591,0.24647887323943662
3,2014-07-25,2017-05-11,2097,699,0.7439198855507868,0.49808429118773945,0.4265791632485644,0.8531583264971287,0.0
4,2017-05-12,2020-03-03,2796,699,0.6752503576537912,0.5481703053375806,0.5430254157966736,0.7888372093023256,0.29721362229102166
5,2020-03-04,2022-12-19,3495,699,0.6108726752503576,0.5741229168156784,0.5742538783991975,0.6991150442477876,0.4493927125506073
