n_trades,total_return,bh_return,win_rate,sharpe_ratio,bh_sharpe,max_drawdown
54,-0.07854221412916407,0.3029779661569886,0.4444444444444444,-0.2080551953252251,0.898889589125857,-0.19529477444623008
