,precision,recall,f1-score,support
0,0.21518987341772153,0.1328125,0.1642512077294686,128.0
1,0.4772727272727273,0.8677685950413223,0.6158357771260997,242.0
2,0.5434782608695652,0.1282051282051282,0.2074688796680498,195.0
accuracy,0.44601769911504424,0.44601769911504424,0.44601769911504424,0.44601769911504424
macro avg,0.41198028718667135,0.3762620744154835,0.32918528817453935,565.0
weighted avg,0.44074790206554615,0.44601769911504424,0.37258910475957135,565.0
