,precision,recall,f1-score,support
0,0.16,0.23809523809523808,0.19138755980861244,84.0
1,0.452991452991453,0.4472573839662447,0.45010615711252655,237.0
2,0.23214285714285715,0.17333333333333334,0.1984732824427481,150.0
accuracy,0.3227176220806794,0.3227176220806794,0.3227176220806794,0.3227176220806794
macro avg,0.28171143671143667,0.286228651798272,0.2799889997879624,471.0
weighted avg,0.3304042525061633,0.3227176220806794,0.3238274026029818,471.0
