,precision,recall,f1-score,support
0,0.2463768115942029,0.1328125,0.17258883248730963,128.0
1,0.75,0.012396694214876033,0.024390243902439025,242.0
2,0.3556910569105691,0.8974358974358975,0.5094614264919942,195.0
accuracy,0.34513274336283184,0.34513274336283184,0.34513274336283184,0.34513274336283184
macro avg,0.45068928950159065,0.34754836388359117,0.23548016762724763,565.0
weighted avg,0.4998159079320689,0.34513274336283184,0.2253783853959376,565.0
