n_trades,total_return,bh_return,win_rate,sharpe_ratio,bh_sharpe,max_drawdown
155,-0.07995620920316815,0.22397348079208984,0.4645161290322581,-0.22904659682224382,1.3318145385809443,-0.2821128436652995
