,precision,recall,f1-score,support
0,0.29927007299270075,0.3203125,0.30943396226415093,128.0
1,0.0,0.0,0.0,242.0
2,0.3644859813084112,0.8,0.5008025682182986,195.0
accuracy,0.3486725663716814,0.3486725663716814,0.3486725663716814,0.3486725663716814
macro avg,0.22125201810037065,0.37343750000000003,0.27007884349414985,565.0
weighted avg,0.19359528442160331,0.3486725663716814,0.2429452176502293,565.0
