,precision,recall,f1-score,support
0,0.23163841807909605,0.3203125,0.26885245901639343,128.0
1,0.6181818181818182,0.14049586776859505,0.22895622895622897,242.0
2,0.4114114114114114,0.7025641025641025,0.5189393939393939,195.0
accuracy,0.3752212389380531,0.3752212389380531,0.3752212389380531,0.3752212389380531
macro avg,0.42041054922410853,0.3877908234442325,0.33891602730400544,565.0
weighted avg,0.4592476862643354,0.3752212389380531,0.3380773521764382,565.0
