date_prediction,y_true,y_pred,signal_filtered,signal_executed,trade_return,cumulative_return
2023-01-03,2,2,2,2,0.01855062511822735,1.0185506251182272
2023-01-04,2,2,2,1,0.0,1.0185506251182272
2023-01-05,2,0,1,1,0.0,1.0185506251182272
2023-01-06,2,2,2,2,0.019134402323443888,1.0380399825660347
2023-01-09,2,2,2,1,0.0,1.0380399825660347
2023-01-10,2,2,1,1,0.0,1.0380399825660347
2023-01-11,1,1,1,1,0.0,1.0380399825660347
2023-01-12,0,2,2,2,0.001958251588838389,1.0400727260111724
2023-01-13,0,2,1,1,0.0,1.0400727260111724
2023-01-17,1,2,2,1,0.0,1.0400727260111724
2023-01-18,2,2,2,2,0.02314919561530444,1.064149572999748
2023-01-19,2,2,2,1,0.0,1.064149572999748
2023-01-20,2,2,2,1,0.0,1.064149572999748
2023-01-23,2,2,2,2,0.010104923480161909,1.0749027230063577
2023-01-24,2,2,1,1,0.0,1.0749027230063577
2023-01-25,1,2,2,1,0.0,1.0749027230063577
2023-01-26,1,1,1,1,0.0,1.0749027230063577
2023-01-27,2,2,2,2,0.011951648334248385,1.0877495823452557
2023-01-30,2,2,2,1,0.0,1.0877495823452557
2023-01-31,2,2,2,1,0.0,1.0877495823452557
2023-02-01,1,0,1,1,0.0,1.0877495823452557
2023-02-02,1,0,1,1,0.0,1.0877495823452557
2023-02-03,1,0,1,1,0.0,1.0877495823452557
2023-02-06,1,2,2,2,-0.007195208452006368,1.0799229973566986
2023-02-07,0,2,2,1,0.0,1.0799229973566986
2023-02-08,1,2,2,1,0.0,1.0799229973566986
2023-02-09,2,2,2,2,0.013384756293642044,1.0943775034922174
2023-02-10,2,2,2,1,0.0,1.0943775034922174
2023-02-13,0,2,2,1,0.0,1.0943775034922174
2023-02-14,0,2,2,2,-0.013790619863970248,1.0792853593538754
2023-02-15,0,2,2,1,0.0,1.0792853593538754
2023-02-16,0,2,2,1,0.0,1.0792853593538754
2023-02-17,0,2,2,2,-0.021583254393880567,1.05599086887935
2023-02-21,1,2,2,1,0.0,1.05599086887935
2023-02-22,1,2,2,1,0.0,1.05599086887935
2023-02-23,0,2,2,2,-0.01051017000068697,1.0448922253282549
2023-02-24,1,2,2,1,0.0,1.0448922253282549
2023-02-27,1,2,2,1,0.0,1.0448922253282549
2023-02-28,2,2,2,2,0.019014392930052845,1.0647602166702035
2023-03-01,2,2,2,1,0.0,1.0647602166702035
2023-03-02,1,2,2,1,0.0,1.0647602166702035
2023-03-03,0,2,2,2,-0.01325621761612693,1.0506455235290288
2023-03-06,0,2,2,1,0.0,1.0506455235290288
2023-03-07,0,2,1,1,0.0,1.0506455235290288
2023-03-08,0,2,2,2,-0.034130675941867035,1.0147862816356863
2023-03-09,1,2,2,1,0.0,1.0147862816356863
2023-03-10,1,2,2,1,0.0,1.0147862816356863
2023-03-13,2,2,2,2,0.027107501314015476,1.0422946020985704
2023-03-14,1,2,2,1,0.0,1.0422946020985704
2023-03-15,2,2,2,1,0.0,1.0422946020985704
2023-03-16,2,2,2,2,0.010754312214176083,1.0535037636686888
2023-03-17,1,2,2,1,0.0,1.0535037636686888
2023-03-20,1,2,2,1,0.0,1.0535037636686888
2023-03-21,1,2,2,2,-0.007964317107427068,1.0451133256209635
2023-03-22,2,2,2,1,0.0,1.0451133256209635
2023-03-23,1,2,2,1,0.0,1.0451133256209635
2023-03-24,2,2,2,2,0.01430879163611827,1.0600676344334043
2023-03-27,2,2,2,1,0.0,1.0600676344334043
2023-03-28,2,2,2,1,0.0,1.0600676344334043
2023-03-29,2,2,2,2,0.024008010711659842,1.0855177495559654
2023-03-30,2,2,2,1,0.0,1.0855177495559654
2023-03-31,1,2,2,1,0.0,1.0855177495559654
2023-04-03,1,2,2,2,-0.004725348514430456,1.0803882998707133
2023-04-04,1,2,2,1,0.0,1.0803882998707133
2023-04-05,1,2,2,1,0.0,1.0803882998707133
2023-04-06,1,2,2,2,0.0009549093198935516,1.0814199727273637
2023-04-10,2,2,2,1,0.0,1.0814199727273637
2023-04-11,1,0,1,1,0.0,1.0814199727273637
2023-04-12,2,2,1,1,0.0,1.0814199727273637
2023-04-13,1,0,1,1,0.0,1.0814199727273637
2023-04-14,1,2,1,1,0.0,1.0814199727273637
2023-04-17,1,0,1,1,0.0,1.0814199727273637
2023-04-18,1,0,1,1,0.0,1.0814199727273637
