,precision,recall,f1-score,support
0,0.21739130434782608,0.078125,0.11494252873563218,128.0
1,0.44646924829157175,0.8099173553719008,0.5756240822320118,242.0
2,0.4625,0.18974358974358974,0.2690909090909091,195.0
accuracy,0.4300884955752212,0.4300884955752212,0.4300884955752212,0.4300884955752212
macro avg,0.37545351754646594,0.3592619817051635,0.3198858400195177,565.0
weighted avg,0.4001046814921807,0.4300884955752212,0.3654626528336904,565.0
