,precision,recall,f1-score,support
0,0.21428571428571427,0.8108108108108109,0.3389830508474576,111.0
1,0.40625,0.06435643564356436,0.1111111111111111,202.0
2,0.391304347826087,0.05555555555555555,0.0972972972972973,162.0
accuracy,0.23578947368421052,0.23578947368421052,0.23578947368421052,0.23578947368421052
macro avg,0.33728002070393376,0.31024093400331026,0.18246381975195533,475.0
weighted avg,0.3562937234390324,0.23578947368421052,0.15964994789615664,475.0
