accuracy,balanced_accuracy,f1_macro,loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_loss,learning_rate
0.37308868765830994,0.36861535906791687,0.3658885657787323,1.1824908256530762,0.3266666531562805,0.3120005130767822,0.29315343499183655,0.57394939661026,0.0010000000474974513
0.37461772561073303,0.3680253028869629,0.36655715107917786,1.1099328994750977,0.35333332419395447,0.34300827980041504,0.3215149939060211,0.5632128715515137,0.0010000000474974513
0.40061160922050476,0.3943733274936676,0.39158329367637634,0.9208697080612183,0.35333332419395447,0.3459622859954834,0.3189376890659332,0.5555452704429626,0.0010000000474974513
0.41896024346351624,0.41038036346435547,0.40796390175819397,0.8970293998718262,0.3799999952316284,0.3769700527191162,0.34496331214904785,0.5501254796981812,0.0010000000474974513
0.43119266629219055,0.42313453555107117,0.4206911027431488,0.8082478046417236,0.3733333349227905,0.36721327900886536,0.33822140097618103,0.5486123561859131,0.0010000000474974513
0.3960244655609131,0.38968321681022644,0.38740840554237366,0.8590266108512878,0.3466666638851166,0.3362055718898773,0.31239596009254456,0.5486168265342712,0.0010000000474974513
0.4266054928302765,0.4219922125339508,0.41825878620147705,0.8019988536834717,0.35333332419395447,0.3439575135707855,0.31956443190574646,0.5508338212966919,0.0010000000474974513
0.41743120551109314,0.40710482001304626,0.4049968421459198,0.7845142483711243,0.3333333432674408,0.32660970091819763,0.29286518692970276,0.5555431842803955,0.0010000000474974513
0.42966359853744507,0.42706063389778137,0.42258262634277344,0.7574214935302734,0.31333333253860474,0.305252343416214,0.2614283561706543,0.5631454586982727,0.0010000000474974513
0.4571865499019623,0.455731064081192,0.4504360258579254,0.6873888969421387,0.31333333253860474,0.305252343416214,0.26149919629096985,0.5655916929244995,0.0010000000474974513
0.41590213775634766,0.4116663634777069,0.4079671800136566,0.7358167171478271,0.31333333253860474,0.30324751138687134,0.2598100006580353,0.5694358944892883,0.0010000000474974513
0.42966359853744507,0.43209120631217957,0.42476651072502136,0.6859752535820007,0.30000001192092896,0.2897484600543976,0.2477942705154419,0.5740410685539246,0.0010000000474974513
0.466360867023468,0.4587569534778595,0.45548978447914124,0.6382870674133301,0.2933333218097687,0.2819965183734894,0.2403358817100525,0.5735234022140503,0.0010000000474974513
0.4250764548778534,0.42538881301879883,0.41935741901397705,0.7214680910110474,0.31333333253860474,0.30134907364845276,0.269243448972702,0.570061445236206,0.0010000000474974513
0.4373088777065277,0.43433037400245667,0.42969679832458496,0.6631203889846802,0.36000001430511475,0.3497045934200287,0.32198020815849304,0.5672543048858643,0.0010000000474974513
0.4571865499019623,0.4587494134902954,0.4505506455898285,0.6086643934249878,0.3866666555404663,0.3746979236602783,0.3433178961277008,0.5689692497253418,0.0005000000237487257
0.44342508912086487,0.4460028111934662,0.4374588429927826,0.6140086054801941,0.3866666555404663,0.3756471574306488,0.338348388671875,0.5709781646728516,0.0005000000237487257
0.46177369356155396,0.45480814576148987,0.45105794072151184,0.6328704357147217,0.3866666555404663,0.3765963613986969,0.3328593075275421,0.5719281435012817,0.0005000000237487257
0.4556574821472168,0.46484658122062683,0.45211076736450195,0.607802152633667,0.3866666555404663,0.37554073333740234,0.3252323567867279,0.5721089839935303,0.0005000000237487257
0.47706422209739685,0.48041486740112305,0.47217047214508057,0.6041790843009949,0.3799999952316284,0.3697936534881592,0.3203657567501068,0.5756378769874573,0.0005000000237487257
0.4556574821472168,0.4547325074672699,0.4483624994754791,0.6014869809150696,0.3733333349227905,0.36404648423194885,0.3154793083667755,0.580122709274292,0.0005000000237487257
0.4556574821472168,0.45653292536735535,0.44955071806907654,0.6226599216461182,0.3733333349227905,0.3660512864589691,0.31599393486976624,0.5847561359405518,0.0005000000237487257
0.4556574821472168,0.4583333432674408,0.45031318068504333,0.5838868618011475,0.36000001430511475,0.3514966666698456,0.2966862916946411,0.5886017084121704,0.0005000000237487257
0.4694189727306366,0.468273401260376,0.46238675713539124,0.5961960554122925,0.36000001430511475,0.3555062711238861,0.2983294725418091,0.5930389165878296,0.0005000000237487257
