accuracy,balanced_accuracy,f1_macro,loss,val_accuracy,val_balanced_accuracy,val_f1_macro,val_loss
0.2431192696094513,0.30566146969795227,0.19849051535129547,3.265368938446045,0.2933333218097687,0.33306601643562317,0.18493515253067017,3.0630319118499756
0.31039756536483765,0.3532513380050659,0.30120041966438293,2.8455233573913574,0.2933333218097687,0.3210371732711792,0.2148168534040451,2.7662994861602783
0.2874617874622345,0.3174624741077423,0.2871183156967163,2.6095070838928223,0.30000001192092896,0.31391260027885437,0.26102107763290405,2.5077950954437256
0.40214067697525024,0.4100399315357208,0.3997938930988312,2.3509533405303955,0.30666667222976685,0.3116404414176941,0.2698880434036255,2.2906339168548584
0.4266054928302765,0.4267580509185791,0.4167424738407135,2.112410306930542,0.2800000011920929,0.2794707119464874,0.2228853851556778,2.1018388271331787
0.41590213775634766,0.4107661545276642,0.40461423993110657,1.9544048309326172,0.2800000011920929,0.2754611074924469,0.22124415636062622,1.9267261028289795
0.44954127073287964,0.4364938735961914,0.43042242527008057,1.771130084991455,0.273333340883255,0.2677091658115387,0.21516819298267365,1.775696039199829
0.4571865499019623,0.43206095695495605,0.42202994227409363,1.6210148334503174,0.25999999046325684,0.2522052824497223,0.2032373696565628,1.645070195198059
0.4373088777065277,0.4204566180706024,0.4131046235561371,1.4824520349502563,0.2666666805744171,0.2599572241306305,0.20937375724315643,1.5281301736831665
0.4525993764400482,0.43706122040748596,0.4299476146697998,1.3682949542999268,0.2666666805744171,0.25795242190361023,0.2080335170030594,1.4189331531524658
0.46024465560913086,0.4462902545928955,0.4419592320919037,1.2600140571594238,0.2666666805744171,0.2639668583869934,0.21129392087459564,1.3261313438415527
0.4877675771713257,0.4575920104980469,0.44605889916419983,1.151734471321106,0.2866666615009308,0.29123228788375854,0.2283887416124344,1.2576035261154175
0.4877675771713257,0.4688180983066559,0.46226564049720764,1.0735480785369873,0.2800000011920929,0.28748998045921326,0.22260385751724243,1.1855368614196777
0.4678899049758911,0.44360479712486267,0.437556654214859,1.0109796524047852,0.2866666615009308,0.2922878861427307,0.23787803947925568,1.1135103702545166
0.4862385392189026,0.4553755223751068,0.44651639461517334,0.9377723932266235,0.2866666615009308,0.294292688369751,0.23755550384521484,1.058171033859253
0.49388378858566284,0.4708000421524048,0.4625018537044525,0.8751866221427917,0.31333333253860474,0.3253004550933838,0.2577197849750519,1.0097135305404663
0.4954128563404083,0.4678800404071808,0.45897147059440613,0.8323575258255005,0.31333333253860474,0.33047205209732056,0.2772488594055176,0.9639825224876404
0.5091742873191833,0.48168572783470154,0.4693879187107086,0.7830340266227722,0.3400000035762787,0.3555717468261719,0.31302395462989807,0.9132308959960938
0.5076452493667603,0.4767686426639557,0.46589958667755127,0.7367490530014038,0.3199999928474426,0.33020472526550293,0.2871052622795105,0.8733794093132019
0.5183486342430115,0.4972085952758789,0.4893616735935211,0.7135547399520874,0.3333333432674408,0.33969417214393616,0.2989594042301178,0.8417190909385681
