n_trades,total_return,bh_return,win_rate,sharpe_ratio,bh_sharpe,max_drawdown
187,-0.2862620745152855,0.4111722298665888,0.48128342245989303,-1.0778080639264522,1.3587454936142824,-0.34489752051766753
