,precision,recall,f1-score,support
0,0.2359081419624217,0.8828125,0.3723228995057661,128.0
1,0.4915254237288136,0.11983471074380166,0.19269102990033224,242.0
2,0.7407407407407407,0.10256410256410256,0.18018018018018017,195.0
accuracy,0.2867256637168142,0.2867256637168142,0.2867256637168142,0.2867256637168142
macro avg,0.4893914354773254,0.3684037711026347,0.24839803652875947,565.0
weighted avg,0.5196280339079775,0.2867256637168142,0.22906848762434265,565.0
