,precision,recall,f1-score,support
0,0.256198347107438,0.2421875,0.24899598393574296,128.0
1,0.6923076923076923,0.0371900826446281,0.07058823529411765,242.0
2,0.3851508120649652,0.8512820512820513,0.5303514376996805,195.0
accuracy,0.36460176991150445,0.36460176991150445,0.36460176991150445,0.36460176991150445
macro avg,0.4445522838266985,0.37688654464222643,0.2833118856431804,565.0
weighted avg,0.48749780233784396,0.36460176991150445,0.2696856092679456,565.0
