fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2008-12-18,2011-10-03,699,699,0.41630901287553645,0.39111502063776893,0.3835281166162449,0.2803234501347709,0.520863309352518
2,2011-10-04,2014-07-24,1000,699,0.463519313304721,0.4259918591909531,0.4024203655343388,0.18357487922705315,0.5153374233128835
3,2014-07-25,2017-05-11,1000,699,0.41487839771101576,0.39745552500316544,0.3579887681935643,0.16243654822335024,0.4189189189189189
4,2017-05-12,2020-03-03,1000,699,0.44206008583690987,0.42104709706201,0.4072515942868316,0.30024213075060535,0.3227665706051873
5,2020-03-04,2022-12-19,1000,699,0.38912732474964234,0.3333333333333333,0.18674905595605906,0.0,0.5602471678681772
