,precision,recall,f1-score,support
0,0.2290909090909091,0.984375,0.37168141592920356,128.0
1,0.7777777777777778,0.028925619834710745,0.055776892430278883,242.0
2,0.8333333333333334,0.02564102564102564,0.04975124378109453,195.0
accuracy,0.24424778761061947,0.24424778761061947,0.24424778761061947,0.24424778761061947
macro avg,0.6134006734006734,0.3463138818252454,0.15906985071352567,565.0
weighted avg,0.6726475373201037,0.24424778761061947,0.1252649942378389,565.0
