,precision,recall,f1-score,support
0,0.24050632911392406,0.890625,0.3787375415282392,128.0
1,0.625,0.1859504132231405,0.28662420382165604,242.0
2,0.6842105263157895,0.06666666666666667,0.12149532710280374,195.0
accuracy,0.30442477876106194,0.30442477876106194,0.30442477876106194,0.30442477876106194
macro avg,0.5165722851432378,0.3810806932966024,0.2622856908175663,565.0
weighted avg,0.5583289606339137,0.30442477876106194,0.25050097597434,565.0
