fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2009-01-15,2011-10-25,696,696,0.40660919540229884,0.3711394997196187,0.3440554730478483,0.10077519379844961,0.5152838427947598
2,2011-10-26,2014-08-11,1392,696,0.2859195402298851,0.360097349110802,0.2770663464980078,0.31402439024390244,0.24358974358974358
3,2014-08-12,2017-05-24,2088,696,0.33045977011494254,0.39473344520459525,0.3266233954813331,0.3283582089552239,0.29394812680115273
4,2017-05-25,2020-03-11,2784,696,0.3563218390804598,0.36263368983957217,0.24667490410667203,0.0,0.4575645756457565
5,2020-03-12,2022-12-22,3480,696,0.4295977011494253,0.3864766452558035,0.3390137316850497,0.06167400881057269,0.5459183673469388
