,precision,recall,f1-score,support
0,0.25,0.046875,0.07894736842105263,128.0
1,0.0,0.0,0.0,242.0
2,0.34935304990757854,0.9692307692307692,0.5135869565217391,195.0
accuracy,0.34513274336283184,0.34513274336283184,0.34513274336283184,0.34513274336283184
macro avg,0.19978434996919284,0.3387019230769231,0.19751144164759726,565.0
weighted avg,0.1772103446583678,0.34513274336283184,0.19514109677811303,565.0
