,precision,recall,f1-score,support
0,0.22857142857142856,1.0,0.37209302325581395,128.0
1,1.0,0.004132231404958678,0.00823045267489712,242.0
2,1.0,0.020512820512820513,0.04020100502512563,195.0
accuracy,0.23539823008849559,0.23539823008849559,0.23539823008849559,0.23539823008849559
macro avg,0.7428571428571429,0.34154835063925976,0.14017482698527892,565.0
weighted avg,0.8252338811630847,0.23539823008849559,0.10169711947605097,565.0
