date_prediction,y_true,y_pred,trade_return,cumulative_return
2023-01-03,2,2,0.041585829432003736,1.0415858294320037
2023-01-04,2,2,0.03792402180617947,1.0810869531403904
2023-01-05,2,2,0.05015361606485148,1.1353073731209136
2023-01-06,2,2,0.024618208266538166,1.1632566064789407
2023-01-09,2,2,0.009447371129885139,1.1742463233596379
2023-01-10,2,2,-0.00520505258499713,1.1681343094988115
2023-01-11,2,2,0.0007557417274787212,1.1690171173397994
2023-01-12,0,2,0.009198738049694443,1.1797705995778172
2023-01-13,0,2,0.004465981733027282,1.1850394335246943
2023-01-17,1,2,0.017404280525133247,1.2056641922591032
2023-01-18,2,2,0.036066428250828904,1.2491481933438098
2023-01-19,2,2,0.03050128086393662,1.2872488132296684
2023-01-20,2,2,0.026176742097115065,1.3209447934283989
2023-01-23,2,0,-0.02472751221945125,1.2882811149076776
2023-01-24,2,0,-0.040530705244566985,1.2360661727672124
2023-01-25,1,2,0.02994358143798855,1.27307842087421
2023-01-26,1,0,-0.012474084601161855,1.2571979329483116
2023-01-27,2,0,-0.02295505779578905,1.2283388817367364
2023-01-30,2,2,0.02491179018795043,1.2589390022382638
2023-01-31,2,2,0.0012019580597486344,1.260452194118736
2023-02-01,1,2,-0.006979493706957517,1.2516548759619637
2023-02-02,1,2,-0.01016080563093068,1.2389370540503075
2023-02-03,1,2,-8.463661323227934e-05,1.2388321946140446
2023-02-06,0,2,0.008883315050361709,1.2498371312933323
2023-02-07,0,2,-0.017672931770082854,1.2277488449482692
2023-02-08,1,0,0.009415030301621758,1.2393081375262383
2023-02-09,2,2,-0.0005904476563457062,1.2385763909409457
2023-02-10,2,2,-0.022765134956982364,1.210380032246643
2023-02-13,0,0,0.03534680644906216,1.2531631009762745
2023-02-14,0,0,0.02993373466525098,1.2906749527331816
2023-02-15,0,2,-0.042810313051657674,1.2354207539587405
2023-02-16,0,0,0.02644476328760363,1.2680911633577723
2023-02-17,0,2,-0.02670698199833337,1.2342242754857307
2023-02-21,0,2,-0.004000157575487362,1.2292871839002961
2023-02-22,1,2,0.013678065441957809,1.2461014544486442
2023-02-23,0,2,0.00899725168993961,1.2573129428655185
2023-02-24,1,2,0.004113328320199069,1.2624846838007602
2023-02-27,1,2,0.002453397975814859,1.265582061168494
2023-02-28,2,2,-0.013054880863258494,1.2490600381372623
2023-03-01,2,2,-0.022726131090270413,1.2206737359709368
2023-03-02,1,2,-0.031544597890187466,1.1821680738146207
2023-03-03,0,2,-0.031231117170714688,1.1452476441858381
2023-03-06,0,2,-0.038654584567378,1.1009785722730663
2023-03-07,0,2,-0.006544823266192933,1.0937728620976737
2023-03-08,0,2,-0.01888024253524481,1.0731221651828007
2023-03-09,1,2,0.008485779471793376,1.0822284432228353
2023-03-10,2,2,0.03658597263855329,1.12182282343525
2023-03-13,2,2,0.021061985375598207,1.1454506393364556
2023-03-14,1,2,0.007508995595453477,1.1540518231420425
2023-03-15,2,0,-0.020313844283528146,1.1306085941116133
2023-03-16,2,2,0.004355752591329416,1.1355332454251943
2023-03-17,2,2,0.013948212869058218,1.1513719048522775
2023-03-20,1,2,0.019293594423349946,1.1735860074149371
2023-03-21,0,2,0.011981393233712431,1.1876472028633582
2023-03-22,2,2,0.04377480376357706,1.2396362261090628
2023-03-23,2,2,0.04451817202184969,1.2948225648675027
2023-03-24,2,2,0.032639243045340736,1.3370845932628046
2023-03-27,2,2,0.028371841993503177,1.3750201460748046
2023-03-28,2,2,0.03367940214143062,1.4213300025270266
2023-03-29,2,2,0.019169215979478613,1.4485757843235798
2023-03-30,2,2,0.01438712165957498,1.4694166203657575
2023-03-31,1,2,-9.006796328886852e-05,1.4692842730035383
2023-04-03,1,0,0.007894226539233593,1.4808831359051615
2023-04-04,1,2,0.011125229503256062,1.4973583006596078
2023-04-05,1,2,0.011554001158873872,1.5146587802006786
2023-04-06,1,2,0.011278825551936517,1.531742352353271
2023-04-10,2,2,0.011051093244252807,1.5486697799152982
2023-04-11,2,2,0.005074325240469256,1.5565282340686744
2023-04-12,2,2,0.01015898748895253,1.5723409849247794
2023-04-13,1,2,-0.0022141071398919785,1.5688596535237125
2023-04-14,1,2,-0.015953599570067433,1.5438306948297604
2023-04-17,0,2,-0.02296374117653424,1.508378566333301
2023-04-18,0,2,-0.004698105832599028,1.501292044193043
2023-04-19,1,2,0.003600887916575238,1.5066980285742282
2023-04-20,0,2,0.009220826667896299,1.5205910299365724
2023-04-21,0,2,-0.0033724141507438057,1.5154629672297202
2023-04-24,1,2,-0.011189168735478289,1.4985061963770183
2023-04-25,2,2,-0.0025566941026045073,1.494674974422025
2023-04-26,2,2,0.019788019684187433,1.5242516322373505
2023-04-27,1,2,0.0006698391831008299,1.5252726357055284
2023-04-28,0,2,-0.012066266975598702,1.5068682888725304
2023-05-01,0,2,-0.007253100413107246,1.4959388218640108
2023-05-02,1,2,0.0026798942739631854,1.4999477797469234
2023-05-03,2,2,0.008147669284361059,1.5121688582001127
2023-05-04,2,2,0.01848208543112472,1.5401168922236534
2023-05-05,1,2,-0.00637052829404654,1.5303055339856038
2023-05-08,1,2,0.004990165040879683,1.5379420111631634
2023-05-09,1,2,0.0191494607672302,1.5673927713682076
2023-05-10,1,2,0.01313305216366468,1.5879774223955374
2023-05-11,0,2,0.015012217019661895,1.6118164840828624
2023-05-12,2,2,0.0052132838336579794,1.620219340902155
2023-05-15,2,2,-0.005086587918146649,1.6119779527779745
2023-05-16,2,2,0.010068343218992346,1.6282079000679917
2023-05-17,2,2,0.011224514835401139,1.646483743797422
2023-05-18,0,0,-0.0017628163002584673,1.6435812954157454
2023-05-19,0,2,0.0032299865756958944,1.6488900409360032
2023-05-22,0,2,-0.003052929794726749,1.6438560954018016
2023-05-23,2,2,0.018197680417349614,1.6737704632780357
2023-05-24,2,2,0.040612424377184084,1.7417463396426793
2023-05-25,2,2,0.029511442313358515,1.7931477862695475
2023-05-26,1,2,0.01864245174776686,1.8265764573516925
2023-05-30,2,2,0.021022407654560222,1.864975492250362
2023-05-31,2,2,0.02847718278768995,1.9180847402377377
2023-06-01,2,2,0.027934043360233595,1.971664602540141
2023-06-02,1,2,0.02023170488925457,2.0115547389193225
2023-06-05,1,2,0.02311760844226516,2.058057073733842
2023-06-06,1,2,0.03314535823077339,2.1262721127021273
2023-06-07,2,2,0.03329095670753412,2.197057745554531
2023-06-08,2,2,0.026935619172639796,2.256236856289086
2023-06-09,2,2,0.020900913384896636,2.303394267398196
2023-06-12,2,2,0.006167364889706192,2.3176001403300983
2023-06-13,2,2,0.0029481213786912708,2.3244327068510633
2023-06-14,1,2,-0.00554814571956158,2.311536415478139
2023-06-15,0,2,-0.021921267591338157,2.2608646071673197
2023-06-16,0,0,0.007070881556975874,2.2768509130209584
2023-06-20,0,0,-0.001761333179351581,2.272840619963418
2023-06-21,0,0,-0.01939898218675836,2.2287498252634066
2023-06-22,1,0,-0.016819159023105466,2.1912641275295828
2023-06-23,2,2,0.024666886758341586,2.245315791620971
2023-06-26,2,2,0.027259161801980573,2.3065212180813095
2023-06-27,2,2,0.007578021774099296,2.3240000860943515
2023-06-28,2,0,-0.005047073180608824,2.312270687588092
2023-06-29,2,0,-0.0029773734941123905,2.3053861941316542
2023-06-30,0,0,0.002498689433332697,2.3111466382546824
2023-07-03,0,0,-0.003718994135702081,2.3025514974602657
2023-07-05,0,0,-0.01317797886415272,2.272208522493111
2023-07-06,2,2,0.025206376669408614,2.329482666382513
2023-07-07,2,2,0.03546977761251186,2.4121088985113017
2023-07-10,2,2,0.03542110775921779,2.4975484677324387
2023-07-11,2,2,0.02153745367704093,2.5513393021623907
2023-07-12,2,2,0.014350936741455166,2.5879534110937117
2023-07-13,2,0,-0.009889069114677084,2.5623609609458415
2023-07-14,2,2,0.013770090277551994,2.5976449027017403
2023-07-17,1,2,0.009719655468820343,2.6228931161863387
2023-07-18,1,2,-0.0038572780328535936,2.61277588818675
2023-07-19,1,2,0.0036160265737100153,2.622223755229582
2023-07-20,2,0,-0.011927539786640285,2.590947077059608
2023-07-21,2,0,-0.008903684051449106,2.5678781028914437
2023-07-24,1,0,0.00905669795236936,2.5911345992478347
2023-07-25,1,0,0.014355861853092497,2.628332569597405
2023-07-26,1,0,0.01942742975721246,2.6793943159718525
2023-07-27,2,0,0.004180846383838523,2.6905964520086605
2023-07-28,0,0,0.01808073754686897,2.739244420301966
2023-07-31,0,0,0.026422108937997634,2.811621034782987
2023-08-01,0,0,0.023575763220512053,2.8779071465648416
2023-08-02,1,0,0.010931989155965273,2.9093683962829635
2023-08-03,1,0,0.002703291618722214,2.9172332674844106
2023-08-04,1,0,0.008970445441911765,2.9434021493517095
2023-08-07,0,2,-0.025254261373613876,2.8690687021443244
2023-08-08,0,0,0.028675066985142265,2.9513394393632884
2023-08-09,1,0,0.021935175035273726,3.0160775865542284
2023-08-10,0,2,-0.015453722201656351,2.9694679613929775
2023-08-11,0,0,0.017136905578354157,3.0203554534653168
2023-08-14,0,0,0.011962983582178342,3.056487916167465
2023-08-15,0,0,0.013869253780805849,3.098879122754758
2023-08-16,1,0,-0.000313301407483846,3.0979082395639765
2023-08-17,1,2,0.01440389287879768,3.142530177995001
2023-08-18,2,2,0.029274236280788624,3.2345253489451355
2023-08-21,0,2,0.02616048046722968,3.3191420861569743
2023-08-22,1,2,0.02737526795346652,3.4100044901411493
2023-08-23,1,2,0.017980179963605736,3.4713169845505907
2023-08-24,2,2,0.0318670201768823,3.5819375129376185
2023-08-25,2,2,0.020682277770302966,3.656020139536063
2023-08-28,2,2,0.00725641145099703,3.682549725941668
2023-08-29,1,2,-0.010336498846071922,3.6444850549488694
2023-08-30,1,0,0.012709088262376041,3.6908031371831247
2023-08-31,0,0,0.004481303960879094,3.7073427479006082
2023-09-01,0,0,0.011929331421774193,3.7515688682344255
2023-09-05,0,2,0.0018390776141353046,3.7584682945578822
2023-09-06,1,2,-0.003394966793336426,3.7457084195040506
2023-09-07,1,2,0.0005368620991702991,3.7477193483890257
2023-09-08,1,2,-0.00303759253538746,3.736335304071632
2023-09-11,1,2,-0.018999560189320978,3.665346576574438
2023-09-12,1,2,-0.029561376371187872,3.5569938868934763
2023-09-13,1,2,-0.03298978492055746,3.439649423601123
2023-09-14,0,0,0.03721563397386534,3.567658157548279
2023-09-15,0,0,0.03972524358820331,3.7093842468963256
2023-09-18,0,2,-0.04019733293980186,3.5602768933221776
2023-09-19,0,2,-0.03245985973293661,3.444710804754524
2023-09-20,0,2,-0.025930304293418617,3.3553884053844123
2023-09-21,0,2,-0.009609668194284065,3.32314423614572
2023-09-22,0,2,-0.020974213796172314,3.2534438984612817
2023-09-25,0,2,-0.01698927072229589,3.1981702592905212
2023-09-26,1,2,-0.0035895020091545097,3.1866904207191795
2023-09-27,1,2,0.00795184389291718,3.2120304854797928
2023-09-28,0,2,0.0020466089001027277,3.2186042556587773
2023-09-29,0,2,0.016368846651634277,3.2712890951519533
2023-10-02,0,2,0.02065111983060186,3.3388448782564772
2023-10-03,2,2,0.02841023358116924,3.4337022411390348
2023-10-04,2,2,0.01501724659190853,3.4852669944174086
2023-10-05,2,2,0.02711009677697149,3.5797529199296494
2023-10-06,2,2,0.015016872533944528,3.633509613231249
2023-10-10,0,0,0.01841115451647584,3.7004067201575497
2023-10-11,1,0,0.03490787700214882,3.8295800628027346
2023-10-12,2,0,0.030478555177530852,3.9463001300536398
2023-10-13,1,0,0.01850824518607249,4.019339220438503
2023-10-16,0,0,0.04272420581713425,4.191062296541397
2023-10-17,0,0,0.053958246662633755,4.417204669716643
2023-10-18,0,0,0.0457122273222698,4.619124933707722
2023-10-19,0,2,-0.02598882089323282,4.499079323122126
2023-10-20,0,2,-0.007187310717274607,4.466743042085182
2023-10-23,0,2,0.004937070557997003,4.488795667648398
2023-10-24,0,2,0.016503033767627528,4.56287441412758
2023-10-25,1,2,0.04097904193886411,4.749856636105884
2023-10-26,2,2,0.05529061741307466,5.012479142139768
2023-10-27,2,2,0.06339234953288363,5.330231971944581
2023-10-30,2,2,0.051828485523246974,5.606489822538059
2023-10-31,2,2,0.03661364397917219,5.81176384487332
2023-11-01,2,2,0.04185612002668007,6.055021729931057
2023-11-02,2,2,0.021717184339417786,6.18651975301915
2023-11-03,2,0,-0.03151666838451783,5.991541261508976
2023-11-06,1,0,-0.03135605361366129,5.803670172484637
2023-11-07,2,0,-0.029659452820042374,5.631536490820742
2023-11-08,2,0,-0.029944519416533078,5.462902837026445
2023-11-09,2,2,0.046011887854187396,5.714261309722028
2023-11-10,2,0,-0.027846663036366844,5.55513820052845
2023-11-13,2,0,-0.03288420598716924,5.37246189165508
2023-11-14,1,0,-0.013550708283109924,5.299661227799137
2023-11-15,2,0,-0.012538633587142257,5.233210717527779
2023-11-16,2,0,-0.009358405766523886,5.184236208171432
2023-11-17,2,0,-0.009054039860404536,5.1372979268968955
2023-11-20,1,0,-0.0007037448805620166,5.13368257978092
2023-11-21,1,0,-0.00652459761789406,5.100187366649857
2023-11-22,1,0,-0.008341657774284882,5.057643349052533
2023-11-24,1,0,-0.0017196200107780133,5.048946124342124
2023-11-27,1,0,0.00023961075967126648,5.050155906158516
2023-11-28,2,0,-0.006739944567217475,5.016118135295202
2023-11-29,1,0,-0.01182047961776851,4.956825213116626
2023-11-30,1,2,0.011962025275862135,5.0161188816039575
2023-12-01,0,0,-0.010679927165311236,4.962547097295885
2023-12-04,1,0,-0.030047412577684,4.813435397227248
2023-12-05,2,0,-0.03336186071971335,4.652850235921614
2023-12-06,2,2,0.037335108716838206,4.826564905322914
2023-12-07,2,0,-0.03379504493952267,4.663450927444003
2023-12-08,2,0,-0.03561833558683952,4.4973465673175435
2023-12-11,2,0,-0.01642209681731558,4.423490706568033
2023-12-12,2,0,-0.022191313037719745,4.325327639579138
2023-12-13,2,0,-0.010099666809126858,4.281643271579081
2023-12-14,2,0,-0.0074329288971923015,4.249818121578292
2023-12-15,1,0,-0.011773219404937516,4.199784080401871
2023-12-18,1,0,-0.008652990158175165,4.163443390087693
2023-12-19,1,0,-0.0031415305650781896,4.15036380542176
2023-12-20,2,2,0.015213847198063731,4.213506806173821
2023-12-21,2,2,0.0048622906462316325,4.2339941009053135
2023-12-22,2,0,0.0024817504155591765,4.244501817524711
2023-12-26,1,0,0.018026037848840253,4.321013367936882
2023-12-27,0,2,-0.01763848819260435,4.244797224666441
2023-12-28,0,2,-0.00414146114946856,4.227217561873113
2023-12-29,0,0,0.0027946651991091467,4.239031219682342
2024-01-02,0,0,-0.007887728557374227,4.205594892075253
2024-01-03,2,0,-0.016795581234339732,4.134959481426679
2024-01-04,2,0,-0.02029353651273424,4.0510465302116705
2024-01-05,2,2,0.014634070787077019,4.110329831896531
2024-01-08,1,0,0.005107562427414453,4.131323598110207
2024-01-09,2,0,-0.005138219574529591,4.110095950329681
2024-01-10,1,0,-0.011782261961560582,4.061669723155747
2024-01-11,0,0,-0.014683350201002417,4.002030804209842
2024-01-12,1,0,-0.016883964984581442,3.934460656244347
2024-01-16,2,2,0.026894820437043266,4.04027726911065
2024-01-17,2,2,0.03202226851249889,4.169656112687057
2024-01-18,2,2,0.030745049336839143,4.297852395589273
2024-01-19,2,0,-0.017595764135161958,4.222228398548744
2024-01-22,2,0,0.0009855359760394962,4.22638955653457
2024-01-23,2,0,-0.00854948873804403,4.19025608661839
2024-01-24,2,0,-0.01849833363254065,4.112743331522339
2024-01-25,2,0,-0.009940398513853805,4.071861023821813
2024-01-26,0,0,-0.012933991180934013,4.019195609249713
2024-01-29,1,2,0.01362232832405292,4.073946411437504
2024-01-30,2,0,-0.014810229955586462,4.0136103282573785
2024-01-31,2,0,-0.03734482774951881,3.8637227418949167
2024-02-01,2,0,-0.02357224317136844,3.7726461298762235
2024-02-02,2,0,0.0010970698555119317,3.7767849862208247
2024-02-05,2,2,0.011695788004889915,3.820957462759715
2024-02-06,2,0,-0.015239502465094784,3.762727972086966
2024-02-07,2,0,-0.002104031883844615,3.754811072463461
2024-02-08,0,0,-0.0015325741618567135,3.74905654603115
2024-02-09,0,0,0.010165916800014609,3.7871691429566527
2024-02-12,1,2,-0.007973181206153434,3.7569733571215065
2024-02-13,2,0,-0.027025090072132628,3.6554408137466954
2024-02-14,0,2,0.01763375050164677,3.7198999450298413
2024-02-15,0,0,-0.00791291080078832,3.690464708576963
2024-02-16,2,0,-0.014505911237355028,3.636931155089754
2024-02-20,2,0,-0.02427093093868758,3.5486594501958093
2024-02-21,2,2,0.03116951293213206,3.6592694368204204
2024-02-22,1,0,-0.008633802437015016,3.6276760274391053
2024-02-23,1,0,0.001994557210602098,3.6349116348173625
2024-02-26,2,0,-0.006949358611503683,3.6096513303458893
2024-02-27,2,0,-0.015592138277728328,3.55336914766875
2024-02-28,2,0,-0.010637619586418704,3.515569758425733
2024-02-29,1,0,-0.0042521141524979825,3.5006211545018373
2024-03-01,0,0,-0.007434172881375265,3.474596931647071
2024-03-04,2,0,-0.006696588735677119,3.451328984973585
2024-03-05,2,0,-0.014143538047749872,3.402514982159309
2024-03-06,1,0,-0.0024154081075528086,3.3942965198853314
2024-03-07,1,0,0.0015395360449403268,3.3995221617249105
2024-03-08,2,0,-0.010699286031290202,3.3631497017469054
2024-03-11,2,0,-0.020844358668253075,3.2930470031086645
2024-03-12,0,0,-0.012803151405615252,3.2508856237420565
2024-03-13,1,0,-0.013333200990116326,3.207540912324824
2024-03-14,2,0,-0.013146339990498837,3.1653734889579668
