fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2009-01-15,2011-10-25,696,696,0.41954022988505746,0.34786509653128256,0.24048008728859793,0.0,0.5829787234042553
2,2011-10-26,2014-08-11,1392,696,0.2600574712643678,0.34218068164256504,0.24969230481588575,0.30132939438700146,0.25386996904024767
3,2014-08-12,2017-05-24,2088,696,0.2959770114942529,0.3595122517285936,0.28242109599571985,0.3031301482701812,0.21014492753623187
4,2017-05-25,2020-03-11,2784,696,0.3017241379310345,0.3380008063831594,0.20004940741736918,0.058823529411764705,0.4662576687116564
5,2020-03-12,2022-12-22,3480,696,0.37787356321839083,0.3558992562542258,0.35416334220269396,0.1925133689839572,0.4732824427480916
