feature,importance
transactions_summary_daily_Nombre_Ventes,2.6976613998413086
SP500_historical_data_Volume_lag21,2.682971715927124
Stoch_K_lag1,2.6737146377563477
RSI_lag5,2.6714444160461426
ATR_lag1,2.6576459407806396
XLE_historical_data_Close_lag5,2.606346607208252
CL=F_historical_data_Close,2.5973458290100098
Stoch_K_lag5,2.522948980331421
transactions_summary_daily_Somme_Achats,2.4329192638397217
transactions_summary_daily_Somme_Achats_lag21,2.4284162521362305
transactions_summary_daily_Somme_Ventes_lag1,2.370007038116455
SP500_historical_data_Volume,2.280215263366699
transactions_summary_daily_Somme_Ventes_lag5,2.262728452682495
transactions_summary_daily_Somme_Ventes,2.25808048248291
transactions_summary_daily_Nombre_Achats_lag21,2.0887391567230225
transactions_summary_daily_Nombre_Achats_lag5,2.031863212585449
transactions_summary_daily_Nombre_Achats,1.828550934791565
