,precision,recall,f1-score,support
0,0.25274725274725274,0.1796875,0.2100456621004566,128.0
1,0.0,0.0,0.0,242.0
2,0.37130801687763715,0.9025641025641026,0.5261584454409567,195.0
accuracy,0.35221238938053095,0.35221238938053095,0.35221238938053095,0.35221238938053095
macro avg,0.20801842320829664,0.36075053418803416,0.2454013691804711,565.0
weighted avg,0.18541010910227892,0.35221238938053095,0.2291800736457434,565.0
