n_trades,total_return,bh_return,win_rate,sharpe_ratio,bh_sharpe,max_drawdown
189,0.5607945846463702,0.40250095810836756,0.5238095238095238,1.4020907275307677,0.8831850750798179,-0.11170362181521597
