,precision,recall,f1-score,support
0,0.0,0.0,0.0,160.0
1,0.0,0.0,0.0,155.0
2,0.4424778761061947,1.0,0.6134969325153374,250.0
accuracy,0.4424778761061947,0.4424778761061947,0.4424778761061947,0.4424778761061947
macro avg,0.14749262536873156,0.3333333333333333,0.20449897750511248,565.0
weighted avg,0.19578667084344897,0.4424778761061947,0.271458819697052,565.0
