fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2009-01-15,2011-10-25,696,696,0.4454022988505747,0.4119202114876231,0.34375,0.0,0.53125
2,2011-10-26,2014-08-11,1392,696,0.33620689655172414,0.35410282159161083,0.326920660979614,0.21686746987951808,0.4431818181818182
3,2014-08-12,2017-05-24,2088,696,0.3635057471264368,0.36644031642095404,0.3418490992162444,0.2251655629139073,0.35946462715105165
4,2017-05-25,2020-03-11,2784,696,0.5431034482758621,0.456742318139377,0.4559207882789682,0.26666666666666666,0.39690721649484534
5,2020-03-12,2022-12-22,3480,696,0.4051724137931034,0.35828332769889565,0.2934355430792486,0.045454545454545456,0.5439429928741093
