,precision,recall,f1-score,support
0,0.1973392461197339,0.898989898989899,0.3236363636363636,99.0
1,0.0,0.0,0.0,286.0
2,0.2545454545454545,0.1590909090909091,0.1958041958041958,176.0
accuracy,0.20855614973262032,0.20855614973262032,0.20855614973262032,0.20855614973262032
macro avg,0.1506282335550628,0.3526936026936027,0.17314685314685316,561.0
weighted avg,0.11468197034911524,0.20855614973262032,0.11854106677636089,561.0
