fold,test_start,test_end,n_train,n_test,accuracy,balanced_accuracy,f1_macro,f1_class0,f1_class2
1,2009-01-15,2011-10-25,696,696,0.40948275862068967,0.3333333333333333,0.19367991845056065,0.0,0.581039755351682
2,2011-10-26,2014-08-11,1000,696,0.4827586206896552,0.42323938288063845,0.3582971044212944,0.0,0.5269461077844312
3,2014-08-12,2017-05-24,1000,696,0.40948275862068967,0.39924415185806694,0.36593354774057335,0.1660377358490566,0.450281425891182
4,2017-05-25,2020-03-11,1000,696,0.5043103448275862,0.43550367116543587,0.4305982747421498,0.19672131147540983,0.44742729306487694
5,2020-03-12,2022-12-22,1000,696,0.36063218390804597,0.3695064232589587,0.3385863045465694,0.3927272727272727,0.4111111111111111
