,precision,recall,f1-score,support
0,0.12077294685990338,0.25252525252525254,0.16339869281045752,99.0
1,0.4604105571847507,0.548951048951049,0.5007974481658692,286.0
2,0.46153846153846156,0.03409090909090909,0.06349206349206349,176.0
accuracy,0.33511586452762926,0.33511586452762926,0.33511586452762926,0.33511586452762926
macro avg,0.3475739885277052,0.27852240352240354,0.24256273482279675,561.0
weighted avg,0.40082836065015753,0.33511586452762926,0.3040626451662693,561.0
