,precision,recall,f1-score,support
0,0.23046092184368738,1.0,0.3745928338762215,115.0
1,0.8333333333333334,0.02262443438914027,0.04405286343612335,221.0
2,0.0,0.0,0.0,169.0
accuracy,0.2376237623762376,0.2376237623762376,0.2376237623762376,0.2376237623762376
macro avg,0.3545980850590069,0.3408748114630467,0.13954856577078162,505.0
weighted avg,0.41716766867067473,0.2376237623762376,0.10458189844583907,505.0
